soc_code,preferred_title,classification_level,broader_soc_code
25-9049,"Teaching Assistants, All Other",detailed_occupation,25-9040
25-9090,Miscellaneous Educational Instruction and Library Workers,broad_occupation,25-9000
25-9099,"Educational Instruction and Library Workers, All Other",detailed_occupation,25-9090
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major_group,
27-1000,Art and Design Workers,minor_group,27-0000
27-1010,Artists and Related Workers,broad_occupation,27-1000
27-1011,Art Directors,detailed_occupation,27-1010
27-1012,Craft Artists,detailed_occupation,27-1010
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed_occupation,27-1010
27-1014,Special Effects Artists and Animators,detailed_occupation,27-1010
27-1019,"Artists and Related Workers, All Other",detailed_occupation,27-1010
27-1020,Designers,broad_occupation,27-1000
27-1021,Commercial and Industrial Designers,detailed_occupation,27-1020
27-1022,Fashion Designers,detailed_occupation,27-1020
27-1023,Floral Designers,detailed_occupation,27-1020
27-1024,Graphic Designers,detailed_occupation,27-1020
27-1025,Interior Designers,detailed_occupation,27-1020
27-1026,Merchandise Displayers and Window Trimmers,detailed_occupation,27-1020
27-1027,Set and Exhibit Designers,detailed_occupation,27-1020
27-1029,"Designers, All Other",detailed_occupation,27-1020
27-2000,"Entertainers and Performers, Sports and Related Workers",minor_group,27-0000
27-2010,"Actors, Producers, and Directors",broad_occupation,27-2000
27-2011,Actors,detailed_occupation,27-2010
27-2012,Producers and Directors,detailed_occupation,27-2010
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad_occupation,27-2000
27-2021,Athletes and Sports Competitors,detailed_occupation,27-2020
27-2022,Coaches and Scouts,detailed_occupation,27-2020
27-2023,"Umpires, Referees, and Other Sports Officials",detailed_occupation,27-2020
27-2030,Dancers and Choreographers,broad_occupation,27-2000
27-2031,Dancers,detailed_occupation,27-2030
27-2032,Choreographers,detailed_occupation,27-2030
27-2040,"Musicians, Singers, and Related Workers",broad_occupation,27-2000
27-2041,Music Directors and Composers,detailed_occupation,27-2040
27-2042,Musicians and Singers,detailed_occupation,27-2040
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad_occupation,27-2000
27-2091,"Disc Jockeys, Except Radio",detailed_occupation,27-2090
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed_occupation,27-2090
27-3000,Media and Communication Workers,minor_group,27-0000
27-3010,Broadcast Announcers and Radio Disc Jockeys,broad_occupation,27-3000
27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed_occupation,27-3010
27-3020,"News Analysts, Reporters and Journalists",broad_occupation,27-3000
27-3023,"News Analysts, Reporters, and Journalists",detailed_occupation,27-3020
27-3030,Public Relations Specialists,broad_occupation,27-3000
27-3031,Public Relations Specialists,detailed_occupation,27-3030
27-3040,Writers and Editors,broad_occupation,27-3000
27-3041,Editors,detailed_occupation,27-3040
27-3042,Technical Writers,detailed_occupation,27-3040
27-3043,Writers and Authors,detailed_occupation,27-3040
27-3090,Miscellaneous Media and Communication Workers,broad_occupation,27-3000
27-3091,Interpreters and Translators,detailed_occupation,27-3090
27-3092,Court Reporters and Simultaneous Captioners,detailed_occupation,27-3090
27-3099,"Media and Communication Workers, All Other",detailed_occupation,27-3090
27-4000,Media and Communication Equipment Workers,minor_group,27-0000
27-4010,"Broadcast, Sound, and Lighting Technicians",broad_occupation,27-4000
27-4011,Audio and Video Technicians,detailed_occupation,27-4010
27-4012,Broadcast Technicians,detailed_occupation,27-4010
27-4014,Sound Engineering Technicians,detailed_occupation,27-4010
27-4015,Lighting Technicians,detailed_occupation,27-4010
27-4020,Photographers,broad_occupation,27-4000
27-4021,Photographers,detailed_occupation,27-4020
27-4030,"Television, Video, and Film Camera Operators and Editors",broad_occupation,27-4000
27-4031,"Camera Operators, Television, Video, and Film",detailed_occupation,27-4030
27-4032,Film and Video Editors,detailed_occupation,27-4030
27-4090,Miscellaneous Media and Communication Equipment Workers,broad_occupation,27-4000
27-4099,"Media and Communication Equipment Workers, All Other",detailed_occupation,27-4090
29-0000,Healthcare Practitioners and Technical Occupations,major_group,
29-1000,Healthcare Diagnosing or Treating Practitioners,minor_group,29-0000
29-1010,Chiropractors,broad_occupation,29-1000
29-1011,Chiropractors,detailed_occupation,29-1010
29-1020,Dentists,broad_occupation,29-1000
29-1021,"Dentists, General",detailed_occupation,29-1020
29-1022,Oral and Maxillofacial Surgeons,detailed_occupation,29-1020
29-1023,Orthodontists,detailed_occupation,29-1020
29-1024,Prosthodontists,detailed_occupation,29-1020
29-1029,"Dentists, All Other Specialists",detailed_occupation,29-1020
29-1030,Dietitians and Nutritionists,broad_occupation,29-1000
29-1031,Dietitians and Nutritionists,detailed_occupation,29-1030
29-1040,Optometrists,broad_occupation,29-1000
29-1041,Optometrists,detailed_occupation,29-1040
29-1050,Pharmacists,broad_occupation,29-1000
29-1051,Pharmacists,detailed_occupation,29-1050
29-1070,Physician Assistants,broad_occupation,29-1000
29-1071,Physician Assistants,detailed_occupation,29-1070
29-1080,Podiatrists,broad_occupation,29-1000
29-1081,Podiatrists,detailed_occupation,29-1080
29-1120,Therapists,broad_occupation,29-1000
29-1122,Occupational Therapists,detailed_occupation,29-1120
29-1123,Physical Therapists,detailed_occupation,29-1120
29-1124,Radiation Therapists,detailed_occupation,29-1120
29-1125,Recreational Therapists,detailed_occupation,29-1120
29-1126,Respiratory Therapists,detailed_occupation,29-1120
29-1127,Speech-Language Pathologists,detailed_occupation,29-1120
29-1128,Exercise Physiologists,detailed_occupation,29-1120
29-1129,"Therapists, All Other",detailed_occupation,29-1120
29-1130,Veterinarians,broad_occupation,29-1000
29-1131,Veterinarians,detailed_occupation,29-1130
29-1140,Registered Nurses,broad_occupation,29-1000
29-1141,Registered Nurses,detailed_occupation,29-1140
29-1150,Nurse Anesthetists,broad_occupation,29-1000
29-1151,Nurse Anesthetists,detailed_occupation,29-1150
29-1160,Nurse Midwives,broad_occupation,29-1000
29-1161,Nurse Midwives,detailed_occupation,29-1160
29-1170,Nurse Practitioners,broad_occupation,29-1000
29-1171,Nurse Practitioners,detailed_occupation,29-1170
29-1180,Audiologists,broad_occupation,29-1000
29-1181,Audiologists,detailed_occupation,29-1180
29-1210,Physicians,broad_occupation,29-1000
29-1211,Anesthesiologists,detailed_occupation,29-1210
29-1212,Cardiologists,detailed_occupation,29-1210
29-1213,Dermatologists,detailed_occupation,29-1210
29-1214,Emergency Medicine Physicians,detailed_occupation,29-1210
29-1215,Family Medicine Physicians,detailed_occupation,29-1210
29-1216,General Internal Medicine Physicians,detailed_occupation,29-1210
29-1217,Neurologists,detailed_occupation,29-1210
29-1218,Obstetricians and Gynecologists,detailed_occupation,29-1210
29-1221,"Pediatricians, General",detailed_occupation,29-1210
29-1222,"Physicians, Pathologists",detailed_occupation,29-1210
29-1223,Psychiatrists,detailed_occupation,29-1210
29-1224,Radiologists,detailed_occupation,29-1210
29-1229,"Physicians, All Other",detailed_occupation,29-1210
29-1240,Surgeons,broad_occupation,29-1000
29-1241,"Ophthalmologists, Except Pediatric",detailed_occupation,29-1240
29-1242,"Orthopedic Surgeons, Except Pediatric",detailed_occupation,29-1240
29-1243,Pediatric Surgeons,detailed_occupation,29-1240
29-1249,"Surgeons, All Other",detailed_occupation,29-1240
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad_occupation,29-1000
29-1291,Acupuncturists,detailed_occupation,29-1290
29-1292,Dental Hygienists,detailed_occupation,29-1290
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed_occupation,29-1290
29-2000,Health Technologists and Technicians,minor_group,29-0000
29-2010,Clinical Laboratory Technologists and Technicians,broad_occupation,29-2000
29-2011,Medical and Clinical Laboratory Technologists,detailed_occupation,29-2010
29-2012,Medical and Clinical Laboratory Technicians,detailed_occupation,29-2010
29-2030,Diagnostic Related Technologists and Technicians,broad_occupation,29-2000
29-2031,Cardiovascular Technologists and Technicians,detailed_occupation,29-2030
29-2032,Diagnostic Medical Sonographers,detailed_occupation,29-2030
29-2033,Nuclear Medicine Technologists,detailed_occupation,29-2030
29-2034,Radiologic Technologists and Technicians,detailed_occupation,29-2030
29-2035,Magnetic Resonance Imaging Technologists,detailed_occupation,29-2030
29-2036,Medical Dosimetrists,detailed_occupation,29-2030
29-2040,Emergency Medical Technicians and Paramedics,broad_occupation,29-2000
29-2042,Emergency Medical Technicians,detailed_occupation,29-2040
29-2043,Paramedics,detailed_occupation,29-2040
29-2050,Health Practitioner Support Technologists and Technicians,broad_occupation,29-2000
29-2051,Dietetic Technicians,detailed_occupation,29-2050
29-2052,Pharmacy Technicians,detailed_occupation,29-2050
29-2053,Psychiatric Technicians,detailed_occupation,29-2050
29-2055,Surgical Technologists,detailed_occupation,29-2050
29-2056,Veterinary Technologists and Technicians,detailed_occupation,29-2050
29-2057,Ophthalmic Medical Technicians,detailed_occupation,29-2050
29-2060,Licensed Practical and Licensed Vocational Nurses,broad_occupation,29-2000
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed_occupation,29-2060
29-2070,Medical Records Specialists,broad_occupation,29-2000
29-2072,Medical Records Specialists,detailed_occupation,29-2070
29-2080,"Opticians, Dispensing",broad_occupation,29-2000
29-2081,"Opticians, Dispensing",detailed_occupation,29-2080
29-2090,Miscellaneous Health Technologists and Technicians,broad_occupation,29-2000
29-2091,Orthotists and Prosthetists,detailed_occupation,29-2090
29-2092,Hearing Aid Specialists,detailed_occupation,29-2090
29-2099,"Health Technologists and Technicians, All Other",detailed_occupation,29-2090
29-9000,Other Healthcare Practitioners and Technical Occupations,minor_group,29-0000
29-9020,Health Information Technologists and Medical Registrars,broad_occupation,29-9000
29-9021,Health Information Technologists and Medical Registrars,detailed_occupation,29-9020
29-9090,Miscellaneous Health Practitioners and Technical Workers,broad_occupation,29-9000
29-9091,Athletic Trainers,detailed_occupation,29-9090
29-9092,Genetic Counselors,detailed_occupation,29-9090
29-9093,Surgical Assistants,detailed_occupation,29-9090
29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed_occupation,29-9090
31-0000,Healthcare Support Occupations,major_group,
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor_group,31-0000
31-1120,Home Health and Personal Care Aides,broad_occupation,31-1100
31-1121,Home Health Aides,detailed_occupation,31-1120
31-1122,Personal Care Aides,detailed_occupation,31-1120
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad_occupation,31-1100
31-1131,Nursing Assistants,detailed_occupation,31-1130
31-1132,Orderlies,detailed_occupation,31-1130
31-1133,Psychiatric Aides,detailed_occupation,31-1130
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor_group,31-0000
31-2010,Occupational Therapy Assistants and Aides,broad_occupation,31-2000
31-2011,Occupational Therapy Assistants,detailed_occupation,31-2010
31-2012,Occupational Therapy Aides,detailed_occupation,31-2010
31-2020,Physical Therapist Assistants and Aides,broad_occupation,31-2000
31-2021,Physical Therapist Assistants,detailed_occupation,31-2020
31-2022,Physical Therapist Aides,detailed_occupation,31-2020
31-9000,Other Healthcare Support Occupations,minor_group,31-0000
31-9010,Massage Therapists,broad_occupation,31-9000
31-9011,Massage Therapists,detailed_occupation,31-9010
31-9090,Miscellaneous Healthcare Support Occupations,broad_occupation,31-9000
31-9091,Dental Assistants,detailed_occupation,31-9090
31-9092,Medical Assistants,detailed_occupation,31-9090
31-9093,Medical Equipment Preparers,detailed_occupation,31-9090
31-9094,Medical Transcriptionists,detailed_occupation,31-9090
31-9095,Pharmacy Aides,detailed_occupation,31-9090
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed_occupation,31-9090
31-9097,Phlebotomists,detailed_occupation,31-9090
31-9099,"Healthcare Support Workers, All Other",detailed_occupation,31-9090
33-0000,Protective Service Occupations,major_group,
33-1000,Supervisors of Protective Service Workers,minor_group,33-0000
33-1010,First-Line Supervisors of Law Enforcement Workers,broad_occupation,33-1000
33-1011,First-Line Supervisors of Correctional Officers,detailed_occupation,33-1010
33-1012,First-Line Supervisors of Police and Detectives,detailed_occupation,33-1010
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad_occupation,33-1000
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed_occupation,33-1020
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad_occupation,33-1000
33-1091,First-Line Supervisors of Security Workers,detailed_occupation,33-1090
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed_occupation,33-1090
33-2000,Firefighting and Prevention Workers,minor_group,33-0000
33-2010,Firefighters,broad_occupation,33-2000
33-2011,Firefighters,detailed_occupation,33-2010
33-2020,Fire Inspectors,broad_occupation,33-2000
33-2021,Fire Inspectors and Investigators,detailed_occupation,33-2020
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed_occupation,33-2020
33-3000,Law Enforcement Workers,minor_group,33-0000
33-3010,"Bailiffs, Correctional Officers, and Jailers",broad_occupation,33-3000
33-3011,Bailiffs,detailed_occupation,33-3010
33-3012,Correctional Officers and Jailers,detailed_occupation,33-3010
33-3020,Detectives and Criminal Investigators,broad_occupation,33-3000
33-3021,Detectives and Criminal Investigators,detailed_occupation,33-3020
33-3030,Fish and Game Wardens,broad_occupation,33-3000
33-3031,Fish and Game Wardens,detailed_occupation,33-3030
33-3040,Parking Enforcement Workers,broad_occupation,33-3000
33-3041,Parking Enforcement Workers,detailed_occupation,33-3040
33-3050,Police Officers,broad_occupation,33-3000
33-3051,Police and Sheriff’s Patrol Officers,detailed_occupation,33-3050
33-3052,Transit and Railroad Police,detailed_occupation,33-3050
33-9000,Other Protective Service Workers,minor_group,33-0000
33-9010,Animal Control Workers,broad_occupation,33-9000
33-9011,Animal Control Workers,detailed_occupation,33-9010
33-9020,Private Detectives and Investigators,broad_occupation,33-9000
33-9021,Private Detectives and Investigators,detailed_occupation,33-9020
33-9030,Security Guards and Gambling Surveillance Officers,broad_occupation,33-9000
33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed_occupation,33-9030
33-9032,Security Guards,detailed_occupation,33-9030
33-9090,Miscellaneous Protective Service Workers,broad_occupation,33-9000
33-9091,Crossing Guards and Flaggers,detailed_occupation,33-9090
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed_occupation,33-9090
33-9093,Transportation Security Screeners,detailed_occupation,33-9090
33-9094,School Bus Monitors,detailed_occupation,33-9090
33-9099,"Protective Service Workers, All Other",detailed_occupation,33-9090
35-0000,Food Preparation and Serving Related Occupations,major_group,
35-1000,Supervisors of Food Preparation and Serving Workers,minor_group,35-0000
35-1010,Supervisors of Food Preparation and Serving Workers,broad_occupation,35-1000
35-1011,Chefs and Head Cooks,detailed_occupation,35-1010
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed_occupation,35-1010
35-2000,Cooks and Food Preparation Workers,minor_group,35-0000
35-2010,Cooks,broad_occupation,35-2000
35-2011,"Cooks, Fast Food",detailed_occupation,35-2010
35-2012,"Cooks, Institution and Cafeteria",detailed_occupation,35-2010
35-2013,"Cooks, Private Household",detailed_occupation,35-2010
35-2014,"Cooks, Restaurant",detailed_occupation,35-2010
35-2015,"Cooks, Short Order",detailed_occupation,35-2010
35-2019,"Cooks, All Other",detailed_occupation,35-2010
35-2020,Food Preparation Workers,broad_occupation,35-2000
35-2021,Food Preparation Workers,detailed_occupation,35-2020
35-3000,Food and Beverage Serving Workers,minor_group,35-0000
35-3010,Bartenders,broad_occupation,35-3000
35-3011,Bartenders,detailed_occupation,35-3010
35-3020,Fast Food and Counter Workers,broad_occupation,35-3000
35-3023,Fast Food and Counter Workers,detailed_occupation,35-3020
35-3030,Waiters and Waitresses,broad_occupation,35-3000
35-3031,Waiters and Waitresses,detailed_occupation,35-3030
35-3040,"Food Servers, Nonrestaurant",broad_occupation,35-3000
35-3041,"Food Servers, Nonrestaurant",detailed_occupation,35-3040
35-9000,Other Food Preparation and Serving Related Workers,minor_group,35-0000
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad_occupation,35-9000
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed_occupation,35-9010
35-9020,Dishwashers,broad_occupation,35-9000
35-9021,Dishwashers,detailed_occupation,35-9020
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad_occupation,35-9000
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed_occupation,35-9030
35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad_occupation,35-9000
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed_occupation,35-9090
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major_group,
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor_group,37-0000
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad_occupation,37-1000
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed_occupation,37-1010
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed_occupation,37-1010
37-2000,Building Cleaning and Pest Control Workers,minor_group,37-0000
37-2010,Building Cleaning Workers,broad_occupation,37-2000
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed_occupation,37-2010
37-2012,Maids and Housekeeping Cleaners,detailed_occupation,37-2010
37-2019,"Building Cleaning Workers, All Other",detailed_occupation,37-2010
37-2020,Pest Control Workers,broad_occupation,37-2000
37-2021,Pest Control Workers,detailed_occupation,37-2020
37-3000,Grounds Maintenance Workers,minor_group,37-0000
37-3010,Grounds Maintenance Workers,broad_occupation,37-3000
37-3011,Landscaping and Groundskeeping Workers,detailed_occupation,37-3010
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed_occupation,37-3010
37-3013,Tree Trimmers and Pruners,detailed_occupation,37-3010
37-3019,"Grounds Maintenance Workers, All Other",detailed_occupation,37-3010
39-0000,Personal Care and Service Occupations,major_group,
39-1000,Supervisors of Personal Care and Service Workers,minor_group,39-0000
39-1010,First-Line Supervisors of Entertainment and Recreation Workers,broad_occupation,39-1000
39-1013,First-Line Supervisors of Gambling Services Workers,detailed_occupation,39-1010
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed_occupation,39-1010
39-1020,First-Line Supervisors of Personal Service Workers,broad_occupation,39-1000
39-1022,First-Line Supervisors of Personal Service Workers,detailed_occupation,39-1020
39-2000,Animal Care and Service Workers,minor_group,39-0000
39-2010,Animal Trainers,broad_occupation,39-2000
39-2011,Animal Trainers,detailed_occupation,39-2010
39-2020,Animal Caretakers,broad_occupation,39-2000
39-2021,Animal Caretakers,detailed_occupation,39-2020
39-3000,Entertainment Attendants and Related Workers,minor_group,39-0000
39-3010,Gambling Services Workers,broad_occupation,39-3000
39-3011,Gambling Dealers,detailed_occupation,39-3010
39-3012,Gambling and Sports Book Writers and Runners,detailed_occupation,39-3010
39-3019,"Gambling Service Workers, All Other",detailed_occupation,39-3010
39-3020,Motion Picture Projectionists,broad_occupation,39-3000
39-3021,Motion Picture Projectionists,detailed_occupation,39-3020
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad_occupation,39-3000
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed_occupation,39-3030
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad_occupation,39-3000
39-3091,Amusement and Recreation Attendants,detailed_occupation,39-3090
39-3092,Costume Attendants,detailed_occupation,39-3090
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed_occupation,39-3090
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed_occupation,39-3090
39-4000,Funeral Service Workers,minor_group,39-0000
39-4010,Embalmers and Crematory Operators,broad_occupation,39-4000
39-4011,Embalmers,detailed_occupation,39-4010
39-4012,Crematory Operators,detailed_occupation,39-4010
39-4020,Funeral Attendants,broad_occupation,39-4000
39-4021,Funeral Attendants,detailed_occupation,39-4020
39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad_occupation,39-4000
39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed_occupation,39-4030
39-5000,Personal Appearance Workers,minor_group,39-0000
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad_occupation,39-5000
39-5011,Barbers,detailed_occupation,39-5010
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed_occupation,39-5010
39-5090,Miscellaneous Personal Appearance Workers,broad_occupation,39-5000
39-5091,"Makeup Artists, Theatrical and Performance",detailed_occupation,39-5090
39-5092,Manicurists and Pedicurists,detailed_occupation,39-5090
39-5093,Shampooers,detailed_occupation,39-5090
39-5094,Skincare Specialists,detailed_occupation,39-5090
39-6000,"Baggage Porters, Bellhops, and Concierges",minor_group,39-0000
39-6010,"Baggage Porters, Bellhops, and Concierges",broad_occupation,39-6000
39-6011,Baggage Porters and Bellhops,detailed_occupation,39-6010
39-6012,Concierges,detailed_occupation,39-6010
39-7000,Tour and Travel Guides,minor_group,39-0000
39-7010,Tour and Travel Guides,broad_occupation,39-7000
39-7011,Tour Guides and Escorts,detailed_occupation,39-7010
39-7012,Travel Guides,detailed_occupation,39-7010
39-9000,Other Personal Care and Service Workers,minor_group,39-0000
39-9010,Childcare Workers,broad_occupation,39-9000
39-9011,Childcare Workers,detailed_occupation,39-9010
39-9030,Recreation and Fitness Workers,broad_occupation,39-9000
39-9031,Exercise Trainers and Group Fitness Instructors,detailed_occupation,39-9030
39-9032,Recreation Workers,detailed_occupation,39-9030
39-9040,Residential Advisors,broad_occupation,39-9000
39-9041,Residential Advisors,detailed_occupation,39-9040
39-9090,Miscellaneous Personal Care and Service Workers,broad_occupation,39-9000
39-9099,"Personal Care and Service Workers, All Other",detailed_occupation,39-9090
41-0000,Sales and Related Occupations,major_group,
41-1000,Supervisors of Sales Workers,minor_group,41-0000
41-1010,First-Line Supervisors of Sales Workers,broad_occupation,41-1000
41-1011,First-Line Supervisors of Retail Sales Workers,detailed_occupation,41-1010
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed_occupation,41-1010
41-2000,Retail Sales Workers,minor_group,41-0000
41-2010,Cashiers,broad_occupation,41-2000
41-2011,Cashiers,detailed_occupation,41-2010
41-2012,Gambling Change Persons and Booth Cashiers,detailed_occupation,41-2010
41-2020,Counter and Rental Clerks and Parts Salespersons,broad_occupation,41-2000
41-2021,Counter and Rental Clerks,detailed_occupation,41-2020
41-2022,Parts Salespersons,detailed_occupation,41-2020
41-2030,Retail Salespersons,broad_occupation,41-2000
41-2031,Retail Salespersons,detailed_occupation,41-2030
41-3000,"Sales Representatives, Services",minor_group,41-0000
41-3010,Advertising Sales Agents,broad_occupation,41-3000
41-3011,Advertising Sales Agents,detailed_occupation,41-3010
41-3020,Insurance Sales Agents,broad_occupation,41-3000
41-3021,Insurance Sales Agents,detailed_occupation,41-3020
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad_occupation,41-3000
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed_occupation,41-3030
41-3040,Travel Agents,broad_occupation,41-3000
41-3041,Travel Agents,detailed_occupation,41-3040
41-3090,"Miscellaneous Sales Representatives, Services",broad_occupation,41-3000
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed_occupation,41-3090
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor_group,41-0000
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad_occupation,41-4000
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed_occupation,41-4010
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed_occupation,41-4010
41-9000,Other Sales and Related Workers,minor_group,41-0000
41-9010,"Models, Demonstrators, and Product Promoters",broad_occupation,41-9000
41-9011,Demonstrators and Product Promoters,detailed_occupation,41-9010
41-9012,Models,detailed_occupation,41-9010
41-9020,Real Estate Brokers and Sales Agents,broad_occupation,41-9000
41-9021,Real Estate Brokers,detailed_occupation,41-9020
41-9022,Real Estate Sales Agents,detailed_occupation,41-9020
41-9030,Sales Engineers,broad_occupation,41-9000
41-9031,Sales Engineers,detailed_occupation,41-9030
41-9040,Telemarketers,broad_occupation,41-9000
41-9041,Telemarketers,detailed_occupation,41-9040
41-9090,Miscellaneous Sales and Related Workers,broad_occupation,41-9000
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed_occupation,41-9090
41-9099,"Sales and Related Workers, All Other",detailed_occupation,41-9090
43-0000,Office and Administrative Support Occupations,major_group,
43-1000,Supervisors of Office and Administrative Support Workers,minor_group,43-0000
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad_occupation,43-1000
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed_occupation,43-1010
43-2000,Communications Equipment Operators,minor_group,43-0000
43-2010,"Switchboard Operators, Including Answering Service",broad_occupation,43-2000
43-2011,"Switchboard Operators, Including Answering Service",detailed_occupation,43-2010
43-2020,Telephone Operators,broad_occupation,43-2000
43-2021,Telephone Operators,detailed_occupation,43-2020
43-2090,Miscellaneous Communications Equipment Operators,broad_occupation,43-2000
43-2099,"Communications Equipment Operators, All Other",detailed_occupation,43-2090
43-3000,Financial Clerks,minor_group,43-0000
43-3010,Bill and Account Collectors,broad_occupation,43-3000
43-3011,Bill and Account Collectors,detailed_occupation,43-3010
43-3020,Billing and Posting Clerks,broad_occupation,43-3000
43-3021,Billing and Posting Clerks,detailed_occupation,43-3020
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad_occupation,43-3000
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed_occupation,43-3030
43-3040,Gambling Cage Workers,broad_occupation,43-3000
43-3041,Gambling Cage Workers,detailed_occupation,43-3040
43-3050,Payroll and Timekeeping Clerks,broad_occupation,43-3000
43-3051,Payroll and Timekeeping Clerks,detailed_occupation,43-3050
43-3060,Procurement Clerks,broad_occupation,43-3000
43-3061,Procurement Clerks,detailed_occupation,43-3060
43-3070,Tellers,broad_occupation,43-3000
43-3071,Tellers,detailed_occupation,43-3070
43-3090,Miscellaneous Financial Clerks,broad_occupation,43-3000
43-3099,"Financial Clerks, All Other",detailed_occupation,43-3090
43-4000,Information and Record Clerks,minor_group,43-0000
43-4010,Brokerage Clerks,broad_occupation,43-4000
43-4011,Brokerage Clerks,detailed_occupation,43-4010
43-4020,Correspondence Clerks,broad_occupation,43-4000
43-4021,Correspondence Clerks,detailed_occupation,43-4020
43-4030,"Court, Municipal, and License Clerks",broad_occupation,43-4000
43-4031,"Court, Municipal, and License Clerks",detailed_occupation,43-4030
43-4040,"Credit Authorizers, Checkers, and Clerks",broad_occupation,43-4000
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed_occupation,43-4040
43-4050,Customer Service Representatives,broad_occupation,43-4000
43-4051,Customer Service Representatives,detailed_occupation,43-4050
43-4060,"Eligibility Interviewers, Government Programs",broad_occupation,43-4000
43-4061,"Eligibility Interviewers, Government Programs",detailed_occupation,43-4060
43-4070,File Clerks,broad_occupation,43-4000
43-4071,File Clerks,detailed_occupation,43-4070
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad_occupation,43-4000
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed_occupation,43-4080
43-4110,"Interviewers, Except Eligibility and Loan",broad_occupation,43-4000
43-4111,"Interviewers, Except Eligibility and Loan",detailed_occupation,43-4110
43-4120,"Library Assistants, Clerical",broad_occupation,43-4000
43-4121,"Library Assistants, Clerical",detailed_occupation,43-4120
43-4130,Loan Interviewers and Clerks,broad_occupation,43-4000
43-4131,Loan Interviewers and Clerks,detailed_occupation,43-4130
43-4140,New Accounts Clerks,broad_occupation,43-4000
43-4141,New Accounts Clerks,detailed_occupation,43-4140
43-4150,Order Clerks,broad_occupation,43-4000
